OBJECTID,PIDN,CITY_TEXT,NUMBER,STREET,GIS_Acreag,LANDVALUE,BLDGVALUE,LANDUSE_TE,YR_BUILT,score2
223,"001-00-01-097.00",VILLA HILLS,"2837",SHELLBARK,".190",104800,727200,SINGLE FAMILY,"2024",2.1875
224,"001-00-01-098.00",VILLA HILLS,"2833",SHELLBARK,".190",100000,574900,SINGLE FAMILY,"2023",2.1875
225,"001-00-01-099.00",VILLA HILLS,"2829",SHELLBARK,".230",100000,687400,SINGLE FAMILY,"2023",2.1875
226,"001-00-01-100.00",VILLA HILLS,"2793",SHELLBARK,".220",104800,644800,SINGLE FAMILY,"2024",2.1875
227,"001-00-01-101.00",VILLA HILLS,"2789",SHELLBARK,".190",100000,648300,SINGLE FAMILY,"2023",2.1875
228,"001-00-01-102.00",VILLA HILLS,"2785",SHELLBARK,".190",100000,576600,SINGLE FAMILY,"2024",2.1875
229,"001-00-01-103.00",VILLA HILLS,"2781",SHELLBARK,".190",100000,632000,SINGLE FAMILY,"2024",2.1875
230,"001-00-01-104.00",VILLA HILLS,"2777",SHELLBARK,".220",100000,570500,SINGLE FAMILY,"2022",2.1875
231,"001-00-01-105.00",VILLA HILLS,"2846",SHELLBARK,".250",100000,715900,SINGLE FAMILY,"2022",2.1875
232,"001-00-01-106.00",VILLA HILLS,"2842",SHELLBARK,".190",104800,529100,SINGLE FAMILY,"2024",2.1875
233,"001-00-01-107.00",VILLA HILLS,"2838",SHELLBARK,".190",100000,639300,SINGLE FAMILY,"2023",2.1875
234,"001-00-01-108.00",VILLA HILLS,"2834",SHELLBARK,".190",100000,646800,SINGLE FAMILY,"2023",2.1875
235,"001-00-01-109.00",VILLA HILLS,"2830",SHELLBARK,".230",100000,650000,SINGLE FAMILY,"2023",2.1875
236,"001-00-01-110.00",VILLA HILLS,"2826",SHELLBARK,".360",100000,576400,SINGLE FAMILY,"2022",2.1875
237,"001-00-01-111.00",VILLA HILLS,"2822",SHELLBARK,".430",100000,689000,SINGLE FAMILY,"2022",2.1875
238,"001-00-01-112.00",VILLA HILLS,"2818",SHELLBARK,".260",100000,656900,SINGLE FAMILY,"2022",2.1875
239,"001-00-01-113.00",VILLA HILLS,"2814",SHELLBARK,".180",100000,516700,SINGLE FAMILY,"2022",2.1875
240,"001-00-01-114.00",VILLA HILLS,"2810",SHELLBARK,".190",100000,603500,SINGLE FAMILY,"2022",2.1875
241,"001-00-01-115.00",VILLA HILLS,"2806",SHELLBARK,".250",100000,649900,SINGLE FAMILY,"2023",2.1875
242,"001-00-01-116.00",VILLA HILLS,"2802",SHELLBARK,".400",100000,689600,SINGLE FAMILY,"2022",2.1875
243,"001-00-01-117.00",VILLA HILLS,"2798",SHELLBARK,".370",100000,680000,SINGLE FAMILY,"2023",2.1875
244,"001-00-01-118.00",VILLA HILLS,"2794",SHELLBARK,".230",100000,552700,SINGLE FAMILY,"2023",2.1875
245,"001-00-01-119.00",VILLA HILLS,"2790",SHELLBARK,".200",100000,550000,SINGLE FAMILY,"2022",2.1875
246,"001-00-01-120.00",VILLA HILLS,"2786",SHELLBARK,".170",104800,652600,SINGLE FAMILY,"2024",2.1875
247,"001-00-01-121.00",VILLA HILLS,"2782",SHELLBARK,".170",100000,624900,SINGLE FAMILY,"2023",2.1875
248,"001-00-01-122.00",VILLA HILLS,"2778",SHELLBARK,".170",104800,603600,SINGLE FAMILY,"2023",2.1875
249,"001-00-01-123.00",VILLA HILLS,"2774",SHELLBARK,".180",132000,619100,SINGLE FAMILY,"2024",2.1875
250,"001-00-01-124.00",VILLA HILLS,"2770",WHITE PINE,".170",100000,612800,SINGLE FAMILY,"2023",2.1875
251,"001-00-01-125.00",VILLA HILLS,"2766",WHITE PINE,".170",100000,488000,SINGLE FAMILY,"2022",2.1875
252,"001-00-01-126.00",VILLA HILLS,"2762",WHITE PINE,".170",100000,688400,SINGLE FAMILY,"2022",2.1875
253,"001-00-01-127.00",VILLA HILLS,"2758",WHITE PINE,".170",100000,706900,SINGLE FAMILY,"2023",2.1875
254,"001-00-01-128.00",VILLA HILLS,"2754",WHITE PINE,".170",100000,579200,SINGLE FAMILY,"2022",2.1875
255,"001-00-01-129.00",VILLA HILLS,"2750",WHITE PINE,".170",100000,469900,SINGLE FAMILY,"2022",2.1875
256,"001-00-01-130.00",VILLA HILLS,"2746",WHITE PINE,".170",100000,592800,SINGLE FAMILY,"2023",2.1875
257,"001-00-01-131.00",VILLA HILLS,"2742",WHITE PINE,".170",118000,479200,SINGLE FAMILY,"2022",2.1875
258,"001-00-01-132.00",VILLA HILLS,"2738",WHITE PINE,".170",100000,486900,SINGLE FAMILY,"2021",2.1875
259,"001-00-01-133.00",VILLA HILLS,"2734",WHITE PINE,".170",100000,605000,SINGLE FAMILY,"2021",2.1875
260,"001-00-01-134.00",VILLA HILLS,"2730",WHITE PINE,".180",118000,480900,SINGLE FAMILY,"2021",2.1875
261,"001-00-01-135.00",VILLA HILLS,"2726",WHITE PINE,".230",100000,487500,SINGLE FAMILY,"2021",2.1875
262,"001-00-01-136.00",VILLA HILLS,"2722",WHITE PINE,".380",100000,574100,SINGLE FAMILY,"2022",2.1875
263,"001-00-01-137.00",VILLA HILLS,"2718",WHITE PINE,".310",118000,451700,SINGLE FAMILY,"2021",2.1875
264,"001-00-01-138.00",VILLA HILLS,"2714",WHITE PINE,".230",100000,437200,SINGLE FAMILY,"2021",2.1875
265,"001-00-01-139.00",VILLA HILLS,"2710",WHITE PINE,".200",100000,356900,SINGLE FAMILY,"2021",2.1875
266,"001-00-01-140.00",VILLA HILLS,"2706",WHITE PINE,".240",100000,381500,SINGLE FAMILY,"2021",2.1875
267,"001-00-01-141.00",VILLA HILLS,"2702",WHITE PINE,".220",100000,466800,SINGLE FAMILY,"2021",2.1875
268,"001-00-01-142.00",VILLA HILLS,"2698",WHITE PINE,".190",100000,464000,SINGLE FAMILY,"2021",2.1875
269,"001-00-01-143.00",VILLA HILLS,"2694",WHITE PINE,".190",100000,412500,SINGLE FAMILY,"2021",2.1875
270,"001-00-01-144.00",VILLA HILLS,"2690",WHITE PINE,".190",100000,605000,SINGLE FAMILY,"2021",2.1875
271,"001-00-01-145.00",VILLA HILLS,"2686",WHITE PINE,".190",118000,349200,SINGLE FAMILY,"2021",2.1875
272,"001-00-01-146.00",VILLA HILLS,"2682",WHITE PINE,".190",118000,489600,SINGLE FAMILY,"2022",2.1875
273,"001-00-01-147.00",VILLA HILLS,"2678",WHITE PINE,".230",100000,593600,SINGLE FAMILY,"2021",2.1875
274,"001-00-01-148.00",VILLA HILLS,"2672",WHITE PINE,".330",100000,596600,SINGLE FAMILY,"2022",2.1875
275,"001-00-01-149.00",VILLA HILLS,"2668",WHITE PINE,".270",100000,522000,SINGLE FAMILY,"2022",2.1875
276,"001-00-01-150.00",VILLA HILLS,"2662",WHITE PINE,".260",100000,654200,SINGLE FAMILY,"2022",2.1875
277,"001-00-01-151.00",VILLA HILLS,"2658",WHITE PINE,".260",118000,501400,SINGLE FAMILY,"2021",2.1875
278,"001-00-01-152.00",VILLA HILLS,"2654",WHITE PINE,".260",118000,605000,SINGLE FAMILY,"2021",2.1875
279,"001-00-01-153.00",VILLA HILLS,"2650",WHITE PINE,".280",100000,656300,SINGLE FAMILY,"2022",2.1875
280,"001-00-01-154.00",VILLA HILLS,"2649",RIVER BIRCH,".330",118000,563900,SINGLE FAMILY,"2022",2.1875
281,"001-00-01-155.00",VILLA HILLS,"2653",RIVER BIRCH,".290",132500,666800,SINGLE FAMILY,"2021",2.1875
282,"001-00-01-156.00",VILLA HILLS,"2657",RIVER BIRCH,".290",100000,601500,SINGLE FAMILY,"2021",2.1875
283,"001-00-01-157.00",VILLA HILLS,"2661",RIVER BIRCH,".310",160000,527900,SINGLE FAMILY,"2022",2.1875
284,"001-00-01-158.00",VILLA HILLS,"2665",RIVER BIRCH,".340",118000,646300,SINGLE FAMILY,"2022",2.1875
285,"001-00-01-159.00",VILLA HILLS,"2671",RIVER BIRCH,".310",160000,895000,SINGLE FAMILY,"2022",2.1875
286,"001-00-01-160.00",VILLA HILLS,"2675",RIVER BIRCH,".290",136400,883600,SINGLE FAMILY,"2022",2.1875
287,"001-00-01-161.00",VILLA HILLS,"2679",RIVER BIRCH,".290",136400,826600,SINGLE FAMILY,"2022",2.1875
288,"001-00-01-162.00",VILLA HILLS,"2683",RIVER BIRCH,".260",136400,776600,SINGLE FAMILY,"2022",2.1875
289,"001-00-01-163.00",VILLA HILLS,"2687",RIVER BIRCH,".260",136400,648500,SINGLE FAMILY,"2023",2.1875
290,"001-00-01-164.00",VILLA HILLS,"2691",RIVER BIRCH,".260",136400,575300,SINGLE FAMILY,"2022",2.1875
291,"001-00-01-165.00",VILLA HILLS,"2695",RIVER BIRCH,".260",132500,788100,SINGLE FAMILY,"2022",2.1875
292,"001-00-01-166.00",VILLA HILLS,"2699",RIVER BIRCH,".260",104800,794200,SINGLE FAMILY,"2024",2.1875
293,"001-00-01-167.00",VILLA HILLS,"2703",RIVER BIRCH,".260",104800,864000,SINGLE FAMILY,"2023",2.1875
294,"001-00-01-168.00",VILLA HILLS,"2707",RIVER BIRCH,".300",165000,904000,SINGLE FAMILY,"2023",2.1875
295,"001-00-01-169.00",VILLA HILLS,"2708",RIVER BIRCH,"1.160",375000,0,NEW CONSTRUCTION IN PROGRESS,"0000",2.1875
296,"001-00-01-170.00",VILLA HILLS,"2704",RIVER BIRCH,"1.020",280000,1260000,SINGLE FAMILY,"2023",2.1875
297,"001-00-01-171.00",VILLA HILLS,"2700",RIVER BIRCH,"1.000",350000,200000,NEW CONSTRUCTION IN PROGRESS,"2025",2.1875
298,"001-00-01-172.00",VILLA HILLS,"2696",RIVER BIRCH,"1.260",215200,0,VACANT LAND,"0000",2.1875
299,"001-00-01-173.00",VILLA HILLS,"2692",RIVER BIRCH,"1.360",250000,1250000,SINGLE FAMILY,"2023",2.1875
300,"001-00-01-174.00",VILLA HILLS,"2688",RIVER BIRCH,".990",104800,0,VACANT LAND,"0000",2.1875
301,"001-00-01-175.00",VILLA HILLS,"2684",RIVER BIRCH,".600",290000,0,VACANT LAND,"0000",2.1875
302,"001-00-01-176.00",VILLA HILLS,"2680",RIVER BIRCH,".710",250000,0,NEW CONSTRUCTION IN PROGRESS,"0000",2.1875
303,"001-00-01-177.00",VILLA HILLS,"2676",RIVER BIRCH,".770",110000,1894700,SINGLE FAMILY,"2023",2.1875
304,"001-00-01-178.00",VILLA HILLS,"2672",RIVER BIRCH,".700",425000,0,VACANT LAND,"0000",2.1875
305,"001-00-01-179.00",VILLA HILLS,"2668",RIVER BIRCH,".380",320000,1100000,SINGLE FAMILY,"2023",2.1875
306,"001-00-01-180.00",VILLA HILLS,"2662",RIVER BIRCH,".770",250000,700000,SINGLE FAMILY,"2021",2.1875
307,"001-00-01-181.00",VILLA HILLS,"2658",RIVER BIRCH,"1.140",118000,755100,SINGLE FAMILY,"2022",2.1875
308,"001-00-01-182.00",VILLA HILLS,"2654",RIVER BIRCH,".280",274000,0,VACANT LAND,"0000",2.1875
309,"001-00-01-183.00",VILLA HILLS,"2650",RIVER BIRCH,"1.010",250000,1100000,SINGLE FAMILY,"2022",2.1875
310,"001-00-01-184.00",VILLA HILLS,"2644",WHITE PINE,".300",150000,0,VACANT LAND,"0000",2.1875
311,"001-00-01-184.01",VILLA HILLS,,WALBURG,".020",0,0,REMNANT LAND,"0000",2.1875
312,"001-00-01-185.00",VILLA HILLS,"2640",WHITE PINE,".310",110000,0,VACANT LAND,"0000",2.1875
313,"001-00-01-186.00",VILLA HILLS,"2636",WHITE PINE,".340",179000,0,NEW CONSTRUCTION IN PROGRESS,"0000",2.1875
314,"001-00-01-187.00",VILLA HILLS,"2632",WHITE PINE,".280",165000,1000000,SINGLE FAMILY,"2023",2.1875
315,"001-00-01-188.00",VILLA HILLS,"2628",WHITE PINE,".470",250000,1150000,SINGLE FAMILY,"2024",2.1875
316,"001-00-01-189.00",VILLA HILLS,"2623",WHITE PINE,".410",179000,1500000,SINGLE FAMILY,"2022",2.1875
317,"001-00-01-190.00",VILLA HILLS,"2627",WHITE PINE,".390",179000,500000,SINGLE FAMILY,"2021",2.1875
318,"001-00-01-191.00",VILLA HILLS,"2631",WHITE PINE,".370",190000,1310000,SINGLE FAMILY,"2024",2.1875
319,"001-00-01-192.00",VILLA HILLS,"2635",WHITE PINE,".310",190000,0,NEW CONSTRUCTION IN PROGRESS,"0000",2.1875
320,"001-00-01-193.00",VILLA HILLS,"2639",WHITE PINE,".280",110000,0,VACANT LAND,"0000",2.1875
321,"001-00-01-194.00",VILLA HILLS,"2643",WHITE PINE,".300",110000,0,VACANT LAND,"0000",2.1875
322,"001-00-01-195.00",VILLA HILLS,1095-1101,WALBURG,".320",100000,0,NEW CONSTRUCTION IN PROGRESS,"0000",2.1875
323,"001-00-01-196.01",VILLA HILLS,"1091",WALBURG,".080",100000,600000,NEW CONSTRUCTION IN PROGRESS,"2025",2.1875
324,"001-00-01-196.02",VILLA HILLS,"1089",WALBURG,".060",100000,600000,NEW CONSTRUCTION IN PROGRESS,"2025",2.1875
325,"001-00-01-196.03",VILLA HILLS,"1087",WALBURG,".060",100000,600000,NEW CONSTRUCTION IN PROGRESS,"2025",2.1875
326,"001-00-01-196.04",VILLA HILLS,"1085",WALBURG,".080",100000,732600,SINGLE FAMILY,"2025",2.1875
327,"001-00-01-197.01",VILLA HILLS,"1081",WALBURG,".080",100000,661100,SINGLE FAMILY,"2023",2.1875
328,"001-00-01-197.02",VILLA HILLS,"1079",WALBURG,".060",100000,628100,SINGLE FAMILY,"2023",2.1875
329,"001-00-01-197.03",VILLA HILLS,"1077",WALBURG,".060",100000,590200,SINGLE FAMILY,"2023",2.1875
330,"001-00-01-197.04",VILLA HILLS,"1075",WALBURG,".100",100000,643600,SINGLE FAMILY,"2023",2.1875
331,"001-00-01-198.00",VILLA HILLS,1065-1071,WALBURG,".050",0,0,HOMEOWNERS ASSOCIATION PROPERTY,"0000",2.1875
332,"001-00-01-198.01",VILLA HILLS,"1071",WALBURG,".130",100000,456800,SINGLE FAMILY,"2021",2.1875
333,"001-00-01-198.02",VILLA HILLS,"1069",WALBURG,".070",100000,550000,SINGLE FAMILY,"2021",2.1875
334,"001-00-01-198.03",VILLA HILLS,"1067",WALBURG,".070",100000,545000,SINGLE FAMILY,"2022",2.1875
335,"001-00-01-198.04",VILLA HILLS,"1065",WALBURG,".090",100000,538800,SINGLE FAMILY,"2021",2.1875
336,"001-00-01-199.00",VILLA HILLS,,WAHLBURG,".260",100000,0,VACANT LAND,"0000",2.1875
337,"001-00-01-200.00",VILLA HILLS,,WILLOWOAK,".350",100000,0,VACANT LAND,"0000",2.1875
338,"001-00-01-201.00",VILLA HILLS,,WILLOWOAK,".320",100000,0,VACANT LAND,"0000",2.1875
339,"001-00-01-202.00",VILLA HILLS,,HONEYLOCUST,".340",100000,0,VACANT LAND,"0000",2.1875
340,"001-00-01-203.00",VILLA HILLS,,HONEYLOCUST,".430",100000,0,VACANT LAND,"0000",2.1875
341,"001-00-01-204.00",VILLA HILLS,"1088",WALBURG,".460",90000,2330000,MIXED USE,"0000",2.1875
342,"001-00-01-205.00",VILLA HILLS,,WILLOW OAK,".400",45000,0,VACANT LAND,"0000",2.1875
343,"001-00-01-206.01",VILLA HILLS,"2673",WILLOW OAK,".110",100000,415000,SINGLE FAMILY,"2022",2.1875
344,"001-00-01-206.02",VILLA HILLS,"2671",WILLOW OAK,".090",100000,385000,SINGLE FAMILY,"2022",2.1875
345,"001-00-01-206.03",VILLA HILLS,"2669",WILLOW OAK,".090",100000,347100,SINGLE FAMILY,"2022",2.1875
346,"001-00-01-206.04",VILLA HILLS,"2667",WILLOW OAK,".130",100000,382400,SINGLE FAMILY,"2022",2.1875
347,"001-00-01-207.01",VILLA HILLS,"2681",WILLOW OAK,".110",100000,446300,SINGLE FAMILY,"2023",2.1875
348,"001-00-01-207.02",VILLA HILLS,"2679",WILLOW OAK,".090",100000,425100,SINGLE FAMILY,"2023",2.1875
349,"001-00-01-207.03",VILLA HILLS,"2677",WILLOW OAK,".110",100000,405000,SINGLE FAMILY,"2023",2.1875
350,"001-00-01-208.01",VILLA HILLS,"2679",ALLEGHENY,".110",60000,0,VACANT LAND,"0000",2.1875
351,"001-00-01-208.02",VILLA HILLS,"2677",ALLEGHENY,".100",60000,0,VACANT LAND,"0000",2.1875
352,"001-00-01-208.03",VILLA HILLS,"2675",ALLEGHENY,".110",60000,0,VACANT LAND,"0000",2.1875
353,"001-00-01-209.01",VILLA HILLS,"2671",ALLEGHENY,".110",100000,533000,SINGLE FAMILY,"2024",2.1875
354,"001-00-01-209.02",VILLA HILLS,"2669",ALLEGHENY,".100",100000,475000,NEW CONSTRUCTION IN PROGRESS,"2024",2.1875
355,"001-00-01-209.03",VILLA HILLS,"2667",ALLEGHENY,".100",100000,475000,SINGLE FAMILY,"2024",2.1875
356,"001-00-01-209.04",VILLA HILLS,"2665",ALLEGHENY,".110",100000,492000,SINGLE FAMILY,"2024",2.1875
357,"001-00-01-210.00",VILLA HILLS,,ALLEGHENY,".450",100000,0,VACANT LAND,"0000",2.1875
358,"001-00-01-211.00",VILLA HILLS,,ALLEGHENY,".340",100000,0,VACANT LAND,"0000",2.1875
359,"001-00-01-212.00",VILLA HILLS,,ALLEGHENY,".340",100000,0,VACANT LAND,"0000",2.1875
360,"001-00-01-213.00",VILLA HILLS,,ALLEGHENY,".450",100000,0,VACANT LAND,"0000",2.1875
361,"001-00-01-301.00",VILLA HILLS,"2712",RIVER BIRCH,"1.320",375000,0,VACANT LAND,"0000",2.1875
362,"001-00-01-302.00",VILLA HILLS,"2716",RIVER BIRCH,"1.070",350000,0,VACANT LAND,"0000",2.1875
363,"001-00-01-303.00",VILLA HILLS,"2720",RIVER BIRCH,"1.090",350000,0,NEW CONSTRUCTION IN PROGRESS,"0000",2.1875
364,"001-00-01-304.00",VILLA HILLS,"2724",RIVER BIRCH,"1.110",350000,0,VACANT LAND,"0000",2.1875
365,"001-00-01-305.00",VILLA HILLS,"2728",RIVER BIRCH,"1.140",375000,0,VACANT LAND,"0000",2.1875
366,"001-00-01-306.00",VILLA HILLS,"2732",RIVER BIRCH,"1.190",100000,0,VACANT LAND,"0000",2.1875
367,"001-00-01-307.00",VILLA HILLS,"2736",RIVER BIRCH,".380",450000,0,VACANT LAND,"0000",2.1875
368,"001-00-01-308.00",VILLA HILLS,"2740",RIVER BIRCH,"2.460",100000,0,VACANT LAND,"0000",2.25
369,"001-00-01-309.00",VILLA HILLS,"2744",RIVER BIRCH,".680",100000,0,VACANT LAND,"0000",2.25
370,"001-00-01-310.00",VILLA HILLS,"2748",RIVER BIRCH,".340",100000,0,VACANT LAND,"0000",2.25
371,"001-00-01-311.00",VILLA HILLS,"2752",RIVER BIRCH,".330",275000,0,NEW CONSTRUCTION IN PROGRESS,"0000",2.1875
372,"001-00-01-312.00",VILLA HILLS,"2751",RIVER BIRCH,".420",275000,725000,SINGLE FAMILY,"2024",2.1875
373,"001-00-01-313.00",VILLA HILLS,"2747",RIVER BIRCH,".350",185200,0,NEW CONSTRUCTION IN PROGRESS,"0000",2.1875
374,"001-00-01-314.00",VILLA HILLS,"2743",RIVER BIRCH,".270",185200,0,VACANT LAND,"0000",2.1875
375,"001-00-01-315.00",VILLA HILLS,"2739",RIVER BIRCH,".350",185200,0,NEW CONSTRUCTION IN PROGRESS,"0000",2.1875
376,"001-00-01-316.00",VILLA HILLS,"2735",RIVER BIRCH,".370",185200,0,NEW CONSTRUCTION IN PROGRESS,"2025",2.1875
377,"001-00-01-317.00",VILLA HILLS,"2731",RIVER BIRCH,".390",185200,741400,SINGLE FAMILY,"2024",2.1875
378,"001-00-01-318.00",VILLA HILLS,"2727",RIVER BIRCH,".410",185200,0,VACANT LAND,"0000",2.1875
379,"001-00-01-319.00",VILLA HILLS,"2723",RIVER BIRCH,".420",185200,0,VACANT LAND,"0000",2.1875
380,"001-00-01-320.00",VILLA HILLS,"2719",RIVER BIRCH,".430",185200,743600,NEW CONSTRUCTION IN PROGRESS,"2024",2.1875
381,"001-00-01-321.00",VILLA HILLS,"2715",RIVER BIRCH,".440",185200,925300,NEW CONSTRUCTION IN PROGRESS,"2025",2.1875
382,"001-00-01-322.00",VILLA HILLS,"2711",RIVER BIRCH,".440",185200,864800,SINGLE FAMILY,"2024",2.1875
383,"001-14-01-001.00",VILLA HILLS,"3012",OBSERVATORY HILL,".060",30000,284600,LANDOMINIUM (OWNS GROUND),"1979",2.1875
384,"001-14-01-002.00",VILLA HILLS,"3014",OBSERVATORY HILL,".030",30000,210800,LANDOMINIUM (OWNS GROUND),"1979",2.1875
385,"001-14-01-003.00",VILLA HILLS,"3016",OBSERVATORY HILL,".030",30000,215000,LANDOMINIUM (OWNS GROUND),"1979",2.1875
386,"001-14-01-004.00",VILLA HILLS,"3018",OBSERVATORY HILL,".030",30000,255000,LANDOMINIUM (OWNS GROUND),"1979",2.1875
387,"001-14-01-005.00",VILLA HILLS,"3020",OBSERVATORY HILL,".040",30000,210800,LANDOMINIUM (OWNS GROUND),"1979",2.1875
388,"001-14-01-006.00",VILLA HILLS,"3022",OBSERVATORY HILL,".060",30000,284600,LANDOMINIUM (OWNS GROUND),"1979",2.1875
389,"001-14-02-001.00",VILLA HILLS,"1016",CROWN HILL,".060",30000,251500,LANDOMINIUM (OWNS GROUND),"1979",2.1875
390,"001-14-02-002.00",VILLA HILLS,"1014",CROWN HILL,".030",30000,176400,LANDOMINIUM (OWNS GROUND),"1979",2.1875
391,"001-14-02-003.00",VILLA HILLS,"1012",CROWN HILL,".030",30000,176400,LANDOMINIUM (OWNS GROUND),"1979",2.1875
392,"001-14-02-004.00",VILLA HILLS,"1010",CROWN HILL,".030",30000,176400,LANDOMINIUM (OWNS GROUND),"1979",2.1875
393,"001-14-02-005.00",VILLA HILLS,"1008",CROWN HILL,".040",30000,243500,LANDOMINIUM (OWNS GROUND),"1979",2.1875
394,"001-14-02-006.00",VILLA HILLS,"1006",CROWN HILL,".060",30000,251500,LANDOMINIUM (OWNS GROUND),"1979",2.1875
395,"001-14-03-001.00",VILLA HILLS,"1004",CROWN HILL,".060",30000,251500,LANDOMINIUM (OWNS GROUND),"1979",2.1875
396,"001-14-03-002.00",VILLA HILLS,"1002",CROWN HILL,".060",30000,251500,LANDOMINIUM (OWNS GROUND),"1979",2.1875
397,"001-14-04-001.00",VILLA HILLS,"3000",OBSERVATORY HILL,".060",30000,284600,LANDOMINIUM (OWNS GROUND),"1980",2.1875
398,"001-14-04-002.00",VILLA HILLS,"3002",OBSERVATORY HILL,".030",30000,210800,LANDOMINIUM (OWNS GROUND),"1980",2.1875
399,"001-14-04-003.00",VILLA HILLS,"3004",OBSERVATORY HILL,".030",30000,210800,LANDOMINIUM (OWNS GROUND),"1980",2.1875
400,"001-14-04-004.00",VILLA HILLS,"3006",OBSERVATORY HILL,".030",30000,210800,LANDOMINIUM (OWNS GROUND),"1980",2.1875
401,"001-14-04-005.00",VILLA HILLS,"3008",OBSERVATORY HILL,".040",30000,210800,LANDOMINIUM (OWNS GROUND),"1980",2.1875
402,"001-14-04-006.00",VILLA HILLS,"3010",OBSERVATORY HILL,".060",30000,286000,LANDOMINIUM (OWNS GROUND),"1980",2.1875
403,"001-14-05-001.00",VILLA HILLS,"946",DRY VALLEY,".080",30000,282000,LANDOMINIUM (OWNS GROUND),"1976",2.1875
404,"001-14-05-002.00",VILLA HILLS,"944",DRY VALLEY,".080",30000,282000,LANDOMINIUM (OWNS GROUND),"1976",2.1875
405,"001-14-06-001.00",VILLA HILLS,"942",DRY VALLEY,".020",30000,144000,LANDOMINIUM (OWNS GROUND),"1976",2.1875
406,"001-14-06-002.00",VILLA HILLS,"940",DRY VALLEY,".020",30000,121200,LANDOMINIUM (OWNS GROUND),"1976",2.1875
407,"001-14-06-003.00",VILLA HILLS,"938",DRY VALLEY,".030",30000,149000,LANDOMINIUM (OWNS GROUND),"1976",2.1875
408,"001-14-06-004.00",VILLA HILLS,"936",DRY VALLEY,".040",30000,178900,LANDOMINIUM (OWNS GROUND),"1976",2.1875
409,"001-14-07-001.00",VILLA HILLS,"934",DRY VALLEY,".040",30000,178900,LANDOMINIUM (OWNS GROUND),"1976",2.1875
410,"001-14-07-002.00",VILLA HILLS,"932",DRY VALLEY,".030",30000,139000,LANDOMINIUM (OWNS GROUND),"1976",2.1875
411,"001-14-07-003.00",VILLA HILLS,"930",DRY VALLEY,".020",30000,144000,LANDOMINIUM (OWNS GROUND),"1976",2.1875
412,"001-14-07-004.00",VILLA HILLS,"928",DRY VALLEY,".020",30000,121200,LANDOMINIUM (OWNS GROUND),"1976",2.1875
413,"001-14-07-005.00",VILLA HILLS,"926",DRY VALLEY,".040",30000,178900,LANDOMINIUM (OWNS GROUND),"1976",2.1875
414,"001-14-07-006.00",VILLA HILLS,"924",DRY VALLEY,".040",30000,178900,LANDOMINIUM (OWNS GROUND),"1976",2.1875
415,"001-14-08-001.00",VILLA HILLS,"922",DRY VALLEY,".040",30000,219900,LANDOMINIUM (OWNS GROUND),"1976",2.1875
416,"001-14-08-002.00",VILLA HILLS,"920",DRY VALLEY,".030",30000,149000,LANDOMINIUM (OWNS GROUND),"1976",2.1875
417,"001-14-08-003.00",VILLA HILLS,"918",DRY VALLEY,".020",30000,144000,LANDOMINIUM (OWNS GROUND),"1976",2.1875
418,"001-14-08-004.00",VILLA HILLS,"916",DRY VALLEY,".020",30000,121200,LANDOMINIUM (OWNS GROUND),"1976",2.1875
419,"001-14-08-005.00",VILLA HILLS,"914",DRY VALLEY,".040",30000,178900,LANDOMINIUM (OWNS GROUND),"1976",2.1875
420,"001-14-08-006.00",VILLA HILLS,"912",DRY VALLEY,".040",30000,178900,LANDOMINIUM (OWNS GROUND),"1976",2.1875
421,"001-14-09-001.00",VILLA HILLS,"910",DRY VALLEY,".040",30000,178900,LANDOMINIUM (OWNS GROUND),"1977",2.1875
422,"001-14-09-002.00",VILLA HILLS,"908",DRY VALLEY,".030",30000,149000,LANDOMINIUM (OWNS GROUND),"1977",2.1875
423,"001-14-09-003.00",VILLA HILLS,"906",DRY VALLEY,".020",30000,144000,LANDOMINIUM (OWNS GROUND),"1977",2.1875
424,"001-14-09-004.00",VILLA HILLS,"904",DRY VALLEY,".020",30000,121200,LANDOMINIUM (OWNS GROUND),"1977",2.1875
425,"001-14-09-005.00",VILLA HILLS,"902",DRY VALLEY,".040",30000,178900,LANDOMINIUM (OWNS GROUND),"1977",2.1875
426,"001-14-09-006.00",VILLA HILLS,"900",DRY VALLEY,".040",30000,178900,LANDOMINIUM (OWNS GROUND),"1977",2.1875
427,"001-23-01-001.00",VILLA HILLS,"2916",PROSPECT POINT,".050",30000,178900,LANDOMINIUM (OWNS GROUND),"1978",2.1875
428,"001-23-01-002.00",VILLA HILLS,"2918",PROSPECT POINT,".040",30000,149000,LANDOMINIUM (OWNS GROUND),"1978",2.1875
429,"001-23-01-003.00",VILLA HILLS,"2920",PROSPECT POINT,".030",30000,144000,LANDOMINIUM (OWNS GROUND),"1978",2.1875
430,"001-23-01-004.00",VILLA HILLS,"2922",PROSPECT POINT,".020",30000,175000,LANDOMINIUM (OWNS GROUND),"1978",2.1875
431,"001-23-01-005.00",VILLA HILLS,"2924",PROSPECT POINT,".040",30000,178900,LANDOMINIUM (OWNS GROUND),"1978",2.1875
432,"001-23-01-006.00",VILLA HILLS,"2926",PROSPECT POINT,".040",30000,200000,LANDOMINIUM (OWNS GROUND),"1978",2.1875
433,"001-23-02-001.00",VILLA HILLS,"2931",PROSPECT POINT,".050",30000,178900,LANDOMINIUM (OWNS GROUND),"1978",2.1875
